Loan ID,Customer ID,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,DTI,Loan_to_Income,Risk Category
f738779f-c726-40dc-92cf-689d73af533d,ded0b3c3-6bf4-4091-8726-47039f2c1b90,611314.0,Short Term,747.0,2074116.0,10+ years,Home Mortgage,Debt Consolidation,42000.83,21.8,,9.0,0.0,621908.0,1058970.0,0.0,0.0,0.24299989007365067,0.294734720719574,Medium Risk
6dcc0947-164d-476c-a1de-3ae7283dde0a,1630e6e3-34e3-461a-8fda-09297d3140c8,266662.0,Short Term,734.0,1919190.0,10+ years,Home Mortgage,Debt Consolidation,36624.4,19.4,,11.0,0.0,679573.0,904442.0,0.0,0.0,0.228999108999109,0.13894507578718104,Medium Risk
f7744d01-894b-49c3-8777-fc6431a2cff1,2c60938b-ad2b-4702-804d-eeca43949c52,153494.0,Short Term,709.0,871112.0,2 years,Rent,Debt Consolidation,8391.73,12.5,10.0,10.0,0.0,38532.0,388036.0,0.0,0.0,0.115600244285465,0.17620466713809477,Medium Risk
83721ffb-b99a-4a0f-aea5-ef472a138b41,12116614-2f3c-4d16-ad34-d92883718806,176242.0,Short Term,727.0,780083.0,10+ years,Rent,Debt Consolidation,16771.87,16.5,27.0,16.0,1.0,156940.0,531322.0,1.0,0.0,0.25800131524465986,0.22592724107562914,Medium Risk
08f3789f-5714-4b10-929d-e1527ab5e5a3,39888105-fd5f-4023-860a-30a3e6f5ccb7,321992.0,Short Term,744.0,1761148.0,10+ years,Home Mortgage,Debt Consolidation,39478.77,26.0,44.0,14.0,0.0,359765.0,468072.0,0.0,0.0,0.2689979717774996,0.18283074449166112,Medium Risk
a4957169-d809-44cc-847b-975400bc8d11,6878d414-6a22-4712-ae43-9b3f798e463a,202928.0,Short Term,741.0,760380.0,1 year,Rent,Debt Consolidation,6526.69,13.8,,6.0,0.0,258647.0,476872.0,0.0,0.0,0.1030014992503748,0.2668770877719035,Medium Risk
43467302-94fe-494b-b52f-3fd891fea71c,48113a98-a4a0-4956-b57d-f0ce344826fb,621786.0,Long Term,733.0,1783606.0,10+ years,Home Mortgage,Debt Consolidation,36563.98,15.3,,42.0,0.0,281599.0,1449162.0,0.0,0.0,0.2460003834927669,0.34861174497058206,Medium Risk
0b2f1b66-741e-4e37-a929-99926cdc9e9a,6a1adeda-079b-49e5-ac7c-91828f2806a0,202466.0,Short Term,736.0,1068617.0,5 years,Rent,Debt Consolidation,18745.21,20.5,,2.0,0.0,0.0,0.0,0.0,0.0,0.21049872873068645,0.18946544926760475,Medium Risk
d08f3a5e-93df-40e7-bdd8-cba59180bddf,4080a828-a61a-4f04-a627-397f4319500c,266288.0,Long Term,683.0,2031518.0,2 years,Rent,Debt Consolidation,12443.1,24.4,56.0,8.0,2.0,31445.0,251130.0,2.0,0.0,0.07350030863620209,0.1310783364951726,Medium Risk
663ad9a3-4691-4f8c-90c6-75a5f4f0b34f,8ec9f388-a275-40ee-9edc-82dec9f978c3,258104.0,Short Term,723.0,1284514.0,7 years,Rent,Debt Consolidation,6368.99,14.6,64.0,12.0,0.0,128402.0,266904.0,0.0,0.0,0.059499452711297814,0.20093513967150223,Medium Risk
1e277d73-10b5-475f-8538-2a5a09d62c8d,db6fb330-9742-4738-a35f-810f9573684c,161722.0,Short Term,680.0,504374.0,7 years,Rent,other,6094.63,9.5,,13.0,0.0,167903.0,388828.0,0.0,0.0,0.14500263693211785,0.32063904959415035,Medium Risk
a913063f-af67-4a8d-b663-e83b9085180d,4f8389cd-2ac7-40f6-a2bc-5c545838953f,172282.0,Short Term,696.0,669560.0,3 years,Home Mortgage,Debt Consolidation,17966.78,18.2,,16.0,0.0,431490.0,999262.0,0.0,0.0,0.32200454029511916,0.2573062906983691,Medium Risk
e326b52a-66a2-4155-925a-91dcefa97c8a,8c49e3f3-bf36-434d-a518-145c825d9455,275440.0,Short Term,729.0,1236976.0,6 years,Rent,Debt Consolidation,21647.08,35.8,,13.0,0.0,151088.0,264242.0,0.0,0.0,0.21000000000000002,0.22267206477732793,Medium Risk
add946a5-20a5-4211-bf22-408525123b1d,163b8125-8f24-4b8f-ba59-23ea017f5b48,218834.0,Short Term,742.0,1077262.0,3 years,Own Home,Home Improvements,19390.64,24.5,29.0,37.0,0.0,212800.0,502876.0,0.0,0.0,0.21599915340929135,0.20313906923292568,Medium Risk
cb6f7b00-62e7-4e18-8e73-73e60396e270,ce6fc244-b9a8-44b8-95f4-61c41ed5d03b,265958.0,Short Term,715.0,442339.0,< 1 year,Rent,Debt Consolidation,14007.18,17.0,25.0,14.0,0.0,65474.0,284966.0,0.0,0.0,0.37999398651260685,0.601253789514377,Medium Risk
e6246fe9-6b7b-448c-a817-f91b58199e32,bcace9c1-a4c0-4d6d-9582-fa2026c3fc0b,265958.0,Long Term,715.0,694526.0,8 years,Rent,Debt Consolidation,4358.22,17.3,47.0,5.0,0.0,137332.0,272734.0,0.0,0.0,0.0753011982272802,0.3829345481666633,Medium Risk
ebefe6f6-41d6-4903-a694-7e98d69ab755,bd73b695-0960-4c46-a723-4a4cc67135eb,346610.0,Short Term,744.0,2245116.0,2 years,Home Mortgage,Debt Consolidation,24134.94,17.6,68.0,14.0,0.0,729695.0,1307922.0,0.0,0.0,0.12899969533868183,0.15438400510263167,Medium Risk
eda0e007-b2b1-486a-b4ce-58adefd6c0bd,6518287d-d7df-4cba-8093-4abea80fb718,265958.0,Short Term,747.0,1394676.0,5 years,Home Mortgage,Other,5834.33,31.9,,7.0,0.0,164350.0,569778.0,0.0,0.0,0.050199444171979725,0.19069518655228884,Medium Risk
82bf9406-2a78-4db2-ac3f-05b024cfbb54,63e691e6-bf28-48fc-9f54-3bc72945a9bb,219648.0,Long Term,722.0,682898.0,10+ years,Home Mortgage,Debt Consolidation,18893.79,15.5,,8.0,0.0,347396.0,553300.0,0.0,0.0,0.3320048967781426,0.3216410064167709,Medium Risk
5dfdc862-7427-4cb7-ae6a-a6b8c9f9eae2,61d66434-3514-4f9f-acb6-0ccdee208265,334620.0,Short Term,740.0,963300.0,10+ years,Home Mortgage,Debt Consolidation,16536.65,16.4,55.0,17.0,0.0,330581.0,843128.0,0.0,0.0,0.20600000000000002,0.3473684210526316,Medium Risk
c5dca97f-d869-458b-ad84-b12093926dd4,85e3fb12-9733-40d0-ba40-c4c70a4d676f,219868.0,Short Term,736.0,683582.0,6 years,Own Home,Debt Consolidation,9057.49,9.6,,8.0,0.0,121467.0,215380.0,0.0,0.0,0.1590005003057424,0.32164100283506586,Medium Risk
0905734d-fa9f-42fe-a612-b653393ef027,c97bf871-37f7-4e65-bb79-c6eaa1d2f0b2,222816.0,Long Term,708.0,990185.0,4 years,Home Mortgage,Debt Consolidation,6031.93,17.5,,8.0,1.0,125020.0,343860.0,1.0,0.0,0.07310064280917203,0.22502461661204726,Medium Risk
ac8e5698-16a9-46f0-8b57-3fa2e145f8fd,9a561b03-ce0c-411e-85b4-73a108718cb7,108152.0,Short Term,705.0,747156.0,4 years,Rent,Business Loan,20235.38,19.9,15.0,14.0,0.0,174344.0,348062.0,0.0,0.0,0.32499847421422035,0.14475156459962846,Medium Risk
af0a5a13-350d-4540-a254-c32545ebe2cb,322fdfe1-0113-4a84-8a6d-e93dcfe5d7e2,360228.0,Short Term,740.0,2138906.0,10+ years,Home Mortgage,Debt Consolidation,27984.15,15.5,18.0,8.0,0.0,164008.0,225280.0,0.0,0.0,0.15700072840975715,0.1684169383787787,Medium Risk
65d23a2f-1818-4cfb-923d-75bdb52013f4,6866ead5-79d6-4102-ac08-a861281efafe,441012.0,Short Term,738.0,979716.0,10+ years,Rent,Debt Consolidation,12899.67,27.3,,11.0,0.0,380228.0,608938.0,0.0,0.0,0.1580009308820107,0.4501426944134831,Medium Risk
f95c766b-55ca-43a7-966c-67a3ad82e142,481df4a0-f256-4c49-92db-8ae7a5642bdf,337370.0,Long Term,717.0,1146004.0,1 year,Rent,Debt Consolidation,14802.33,21.0,32.0,9.0,0.0,256139.0,423104.0,0.0,0.0,0.15499767889117316,0.29438815222285436,Medium Risk
cc43b784-97e5-4a6d-a75d-1e03f7d059dd,54459ce0-50d7-4957-8f18-e35f4b49214d,765688.0,Long Term,706.0,5951484.0,3 years,Rent,small_business,61498.63,22.4,,13.0,0.0,549100.0,1464980.0,0.0,0.0,0.12399992338045435,0.1286549707602339,Medium Risk
f8fa11bd-d0d2-4c9f-998e-9f9d866803a7,ab86ebb2-c4f4-47dd-b430-3d6270394f8b,468908.0,Long Term,647.0,1833842.0,8 years,Rent,other,5898.93,14.4,,19.0,1.0,183863.0,809490.0,1.0,0.0,0.038600468306429894,0.2556970556896396,High Risk
875c3df0-d022-4aa5-aced-8f29d6722489,1b233b3a-bf6e-478a-be2e-673feb2f5843,219428.0,Short Term,712.0,1301671.0,,Rent,Debt Consolidation,22237.03,15.6,,9.0,0.0,458679.0,624096.0,0.0,0.0,0.20500138667912246,0.1685740866931813,Medium Risk
769e4e52-d0e7-435c-a87d-1dbf2daaaf94,401b284d-0f6a-443f-84be-b79e8df33620,574904.0,Short Term,706.0,1306592.0,9 years,Rent,other,8078.99,14.0,,4.0,0.0,1596.0,306196.0,0.0,0.0,0.07419904606793858,0.44000269403149567,Medium Risk
41e8f5a6-78a8-4f1b-9de3-4c6079d52076,3c6cdac9-88c7-4fa1-a5a1-18de2e1a3097,401192.0,Short Term,704.0,1539912.0,10+ years,Rent,Debt Consolidation,27500.41,22.0,,18.0,0.0,423092.0,769054.0,0.0,0.0,0.21430115487118745,0.26052917309560547,Medium Risk
c3552bfe-912d-42f2-b25e-73d899e0de8b,b171374b-7aa3-42bb-b242-3bca259f8f28,257444.0,Short Term,736.0,648508.0,10+ years,Rent,Debt Consolidation,5944.53,17.5,46.0,10.0,0.0,204516.0,621566.0,0.0,0.0,0.10999765615844367,0.3969789115939973,Medium Risk
628dd91e-2c5e-4a07-b5f5-00b4cbc93253,cef6a8aa-4821-4e14-a03e-75c2f1490049,262108.0,Short Term,733.0,855342.0,7 years,Rent,Debt Consolidation,9194.86,22.8,,5.0,0.0,110884.0,224840.0,0.0,0.0,0.12899906703985073,0.30643648973159276,Medium Risk
2f5d0697-7dbb-44b2-9bd4-db4a51370f61,6bdae209-f82f-4c2d-9be3-17af444c5b44,414744.0,Short Term,706.0,1164225.0,10+ years,Rent,Debt Consolidation,14746.66,10.5,,17.0,0.0,258172.0,797170.0,0.0,0.0,0.15199804161566707,0.3562404174450815,Medium Risk
8ab9234f-3964-4c1c-bda0-d993fbd62f24,5ef6d424-eada-4bab-8904-4f7f26523c92,654126.0,Long Term,646.0,2504504.0,9 years,Home Mortgage,other,14818.48,31.9,11.0,7.0,0.0,130264.0,187594.0,0.0,0.0,0.0710007889785762,0.26117985836716573,High Risk
42a25517-cef8-41d4-b56e-629e17618252,395a76dd-8ad0-45fb-ae56-bd848e300352,539990.0,Long Term,682.0,1790807.0,2 years,Home Mortgage,Debt Consolidation,24026.64,17.3,53.0,13.0,1.0,81358.0,382910.0,1.0,0.0,0.16099986207335576,0.30153444787740946,Medium Risk
443bcf4c-2f98-42c9-8034-0870be82c4c6,5b064f68-e99a-4597-80c7-2f2ac4ebea9a,316426.0,Long Term,717.0,683183.0,1 year,Rent,Debt Consolidation,16453.24,15.0,2.0,10.0,0.0,136952.0,554488.0,0.0,0.0,0.28899852601718723,0.46316433517812944,Medium Risk
